"","Year","System","Number","Type","Leg","Info_1","Info_2","Info_3","Info_4"
"482",1955,"B-36 Peacemaker",210,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"483",1955,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"484",1955,"B-47 Stratojet",990,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"485",1955,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"486",1955,"B-52 Stratofortress",NA,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"487",1955,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"488",1955,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"489",1955,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"490",1955,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"491",1955,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"492",1955,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"493",1955,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"494",1955,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"495",1955,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"496",1955,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"497",1955,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"498",1955,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"499",1955,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"500",1955,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"501",1955,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"502",1955,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"503",1955,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"504",1955,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"505",1955,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"506",1955,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"507",1955,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"508",1955,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"509",1955,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"510",1955,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"511",1955,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"512",1955,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"513",1955,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"514",1955,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"515",1955,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"516",1955,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"517",1955,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"518",1955,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"519",1955,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"520",1955,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"521",1955,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"522",1955,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"523",1955,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"524",1955,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"525",1955,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"526",1955,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"527",1955,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"528",1955,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"529",1956,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"530",1956,"B-36 Peacemaker",210,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"531",1956,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"532",1956,"B-47 Stratojet",1215,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"533",1956,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"534",1956,"B-52 Stratofortress",45,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"535",1956,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"536",1956,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"537",1956,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"538",1956,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"539",1956,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"540",1956,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"541",1956,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"542",1956,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"543",1956,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"544",1956,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"545",1956,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"546",1956,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"547",1956,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"548",1956,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"549",1956,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"550",1956,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"551",1956,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"552",1956,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"553",1956,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"554",1956,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"555",1956,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"556",1956,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"557",1956,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"558",1956,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"559",1956,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"560",1956,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"561",1956,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"562",1956,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"563",1956,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"564",1956,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"565",1956,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"566",1956,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"567",1956,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"568",1956,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"569",1956,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"570",1956,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"571",1956,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"572",1956,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"573",1956,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"574",1956,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"575",1956,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"576",1956,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"577",1957,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"578",1957,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"579",1957,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"580",1957,"B-47 Stratojet",1260,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"581",1957,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"582",1957,"B-52 Stratofortress",225,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"583",1957,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"584",1957,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"585",1957,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"586",1957,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"587",1957,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"588",1957,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"589",1957,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"590",1957,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"591",1957,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"592",1957,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"593",1957,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"594",1957,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"595",1957,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"596",1957,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"597",1957,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"598",1957,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"599",1957,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"600",1957,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"601",1957,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"602",1957,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"603",1957,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"604",1957,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"605",1957,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"606",1957,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"607",1957,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"608",1957,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"609",1957,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"610",1957,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"611",1957,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"612",1957,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"613",1957,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"614",1957,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"615",1957,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"616",1957,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"617",1957,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"618",1957,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"619",1957,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"620",1957,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"621",1957,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"622",1957,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"623",1957,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"624",1957,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"625",1958,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"626",1958,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"627",1958,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"628",1958,"B-47 Stratojet",1260,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"629",1958,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"630",1958,"B-52 Stratofortress",360,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"631",1958,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"632",1958,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"633",1958,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"634",1958,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"635",1958,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"636",1958,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"637",1958,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"638",1958,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"639",1958,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"640",1958,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"641",1958,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"642",1958,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"643",1958,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"644",1958,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"645",1958,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"646",1958,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"647",1958,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"648",1958,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"649",1958,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"650",1958,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"651",1958,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"652",1958,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"653",1958,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"654",1958,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"655",1958,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"656",1958,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"657",1958,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"658",1958,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"659",1958,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"660",1958,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"661",1958,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"662",1958,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"663",1958,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"664",1958,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"665",1958,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"666",1958,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"667",1958,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"668",1958,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"669",1958,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"670",1958,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"671",1958,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"672",1958,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
"673",1959,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"674",1959,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"675",1959,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"676",1959,"B-47 Stratojet",1200,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"677",1959,"B-58 Hustler",NA,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"678",1959,"B-52 Stratofortress",345,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"679",1959,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"680",1959,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"681",1959,"Atlas",6,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"682",1959,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"683",1959,"Titan II",NA,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"684",1959,"Minuteman I",NA,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"685",1959,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"686",1959,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"687",1959,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"688",1959,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"689",1959,"Polaris A-2",NA,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"690",1959,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"691",1959,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"692",1959,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"693",1959,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"694",1959,"Pershing IA",NA,"Delivery Vehicle","Theater-Range","740km","400m","Inertial","1 Warhead"
"695",1959,"Pershing II",NA,"Delivery Vehicle","Theater-Range","1800km","45m","Interial/DSMAC","1 Warhead"
"696",1959,"GLCM",NA,"Delivery Vehicle","Theater-Range","2500km","30m","Inertial/TERCOM","1 Warhead"
"697",1959,"Lance",NA,"Delivery Vehicle","Theater-Range","125km","375m","Inertial","1 Warhead"
"698",1959,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"699",1959,"W28",NA,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"700",1959,"W69",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"701",1959,"W80-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"702",1959,"W49",6,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"703",1959,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"704",1959,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"705",1959,"W59",NA,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"706",1959,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"707",1959,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"708",1959,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"709",1959,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"710",1959,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"711",1959,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"712",1959,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"713",1959,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"714",1959,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"715",1959,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"716",1959,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"717",1959,"W50",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","187kg","Contact, airburst","60Kt, 200Kt, 400Kt"
"718",1959,"W70",NA,"Warhead","Theater-Range","Lawerence Livermore National Laboratory","120kg","Contact, airburst","1Kt"
"719",1959,"W84",NA,"Warhead","Theater-Range","Lawrence Livermore National Laboratory","176kg","Contact, airburst","0.2-150Kt (Variable Yield)"
"720",1959,"W85",NA,"Warhead","Theater-Range","Los Alamos National Laboratory","268kg","Contact, airburst","0.3Kt, 5Kt, 10Kt, 80Kt"
