"","Year","System","Number","Type","Leg","Info_1","Info_2","Info_3","Info_4"
"723",1962,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"724",1962,"W49",30,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"725",1962,"W38",153,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"726",1962,"W53",NA,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"727",1962,"W59",20,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"728",1962,"W56",NA,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"729",1962,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"730",1962,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"731",1962,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"732",1962,"W47Y1",144,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"733",1962,"W47Y2",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"734",1962,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"735",1962,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"736",1962,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"737",1962,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"738",1962,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"739",1963,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"740",1963,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"741",1963,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"742",1963,"B-47 Stratojet",450,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"743",1963,"B-58 Hustler",80,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"744",1963,"B-52 Stratofortress",525,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"745",1963,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"746",1963,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"747",1963,"Atlas",129,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"748",1963,"Titan I",54,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"749",1963,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"750",1963,"Minuteman I",360,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"751",1963,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"752",1963,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"753",1963,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"754",1963,"Polaris A-1",80,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"755",1963,"Polaris A-2",80,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"756",1963,"Polaris A-3",NA,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"757",1963,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"758",1963,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"759",1963,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"760",1963,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"761",1963,"AGM-28B (W28)",438,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"762",1963,"AGM-69A (W69)",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"763",1963,"AGM-86B (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"764",1963,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"765",1963,"W49",30,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"766",1963,"W38",153,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"767",1963,"W53",54,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"768",1963,"W59",150,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"769",1963,"W56",210,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"770",1963,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"771",1963,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"772",1963,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"773",1963,"W47Y1",144,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"774",1963,"W47Y2",16,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"775",1963,"W58",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"776",1963,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"777",1963,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"778",1963,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"779",1963,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"780",1964,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"781",1964,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"782",1964,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"783",1964,"B-47 Stratojet",180,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"784",1964,"B-58 Hustler",80,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"785",1964,"B-52 Stratofortress",525,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"786",1964,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"787",1964,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"788",1964,"Atlas",99,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"789",1964,"Titan I",54,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"790",1964,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"791",1964,"Minuteman I",700,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"792",1964,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"793",1964,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"794",1964,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"795",1964,"Polaris A-1",80,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"796",1964,"Polaris A-2",208,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"797",1964,"Polaris A-3",32,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"798",1964,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"799",1964,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"800",1964,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"801",1964,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"802",1964,"AGM-28B (W28)",474,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"803",1964,"AGM-69A (W69)",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"804",1964,"AGM-86B (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"805",1964,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"806",1964,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"807",1964,"W38",153,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"808",1964,"W53",54,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"809",1964,"W59",150,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"810",1964,"W56",550,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"811",1964,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"812",1964,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"813",1964,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"814",1964,"W47Y1",144,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"815",1964,"W47Y2",144,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"816",1964,"W58",32,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"817",1964,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"818",1964,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"819",1964,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"820",1964,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"821",1965,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"822",1965,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"823",1965,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"824",1965,"B-47 Stratojet",45,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"825",1965,"B-58 Hustler",80,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"826",1965,"B-52 Stratofortress",525,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"827",1965,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"828",1965,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"829",1965,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"830",1965,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"831",1965,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"832",1965,"Minuteman I",800,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"833",1965,"Minuteman II",NA,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"834",1965,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"835",1965,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"836",1965,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"837",1965,"Polaris A-2",208,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"838",1965,"Polaris A-3",176,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"839",1965,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"840",1965,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"841",1965,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"842",1965,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"843",1965,"AGM-28B (W28)",453,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"844",1965,"AGM-69A (W69)",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"845",1965,"AGM-86B (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"846",1965,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"847",1965,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"848",1965,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"849",1965,"W53",54,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"850",1965,"W59",150,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"851",1965,"W56",650,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"852",1965,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"853",1965,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"854",1965,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"855",1965,"W47Y1",64,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"856",1965,"W47Y2",144,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"857",1965,"W58",176,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"858",1965,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"859",1965,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"860",1965,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"861",1965,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"862",1966,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"863",1966,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"864",1966,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"865",1966,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"866",1966,"B-58 Hustler",80,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"867",1966,"B-52 Stratofortress",495,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"868",1966,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"869",1966,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"870",1966,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"871",1966,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"872",1966,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"873",1966,"Minuteman I",800,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"874",1966,"Minuteman II",150,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"875",1966,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"876",1966,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"877",1966,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"878",1966,"Polaris A-2",208,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"879",1966,"Polaris A-3",352,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"880",1966,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"881",1966,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"882",1966,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"883",1966,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"884",1966,"AGM-28B (W28)",434,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"885",1966,"AGM-69A (W69)",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"886",1966,"AGM-86B (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"887",1966,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"888",1966,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"889",1966,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"890",1966,"W53",54,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"891",1966,"W59",150,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"892",1966,"W56",800,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"893",1966,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"894",1966,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"895",1966,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"896",1966,"W47Y1",32,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"897",1966,"W47Y2",176,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"898",1966,"W58",352,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"899",1966,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"900",1966,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"901",1966,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"902",1966,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"903",1967,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"904",1967,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"905",1967,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"906",1967,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"907",1967,"B-58 Hustler",78,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"908",1967,"B-52 Stratofortress",480,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"909",1967,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"910",1967,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"911",1967,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"912",1967,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"913",1967,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"914",1967,"Minuteman I",800,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"915",1967,"Minuteman II",200,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"916",1967,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"917",1967,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"918",1967,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"919",1967,"Polaris A-2",208,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"920",1967,"Polaris A-3",448,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"921",1967,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"922",1967,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
"923",1967,"Trident D-5",NA,"Delivery Vehicle","Sea","12,000km","100m","Astro-Inertial","10-14 Warheads (MIRV)"
"924",1967,"B61-7/-11, B83-1",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"925",1967,"AGM-28B (W28)",438,"Warhead","Air","Los Alamos National Laboratory","790kg","Contact, airburst","70-1,450Kt"
"926",1967,"AGM-69A (W69)",NA,"Warhead","Air","Los Alamos National Laboratory","125kg","Contact, airburst","170-200Kt"
"927",1967,"AGM-86B (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","130kg","Contact, airburst","5-150Kt (Variable Yield)"
"928",1967,"AGM-129A (W80-1)",NA,"Warhead","Air","Los Alamos National Laboratory","324kg (B61), 1100kg (B83)","Contact, airburst","10-1,200Kt (Variable Yield)"
"929",1967,"W49",NA,"Warhead","Land","Lawrence Livermore National Laboratory","1,400kg","Contact, airburst","4.5Mt"
"930",1967,"W38",NA,"Warhead","Land","Los Alamos National Laboratory","740kg","Contact, airburst","1.45Mt"
"931",1967,"W53",54,"Warhead","Land","Los Alamos National Laboratory","4,010kg","Contact, airburst","9Mt"
"932",1967,"W59",150,"Warhead","Land","Lawrence Livermore National Laboratory","270kg","Contact, airburst","1.2Mt"
"933",1967,"W56",840,"Warhead","Land","Los Alamos National Laboratory","250kg","Contact, airburst","800Kt"
"934",1967,"W62",NA,"Warhead","Land","Lawrence Livermore National Laboratory","115kg","Contact, airburst","170Kt"
"935",1967,"W78",NA,"Warhead","Land","Los Alamos National Laboratory","320-360kg","Contact, airburst","350Kt"
"936",1967,"W87",NA,"Warhead","Land","Lawrence Livermore National Laboratory","180-270kg","Contact, airburst","300Kt"
"937",1967,"W47Y1",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","330kg","Contact, airburst","600Kt"
"938",1967,"W47Y2",208,"Warhead","Sea","Lawrence Livermore National Laboratory","332kg","Contact, airburst","1.2Mt"
"939",1967,"W58",448,"Warhead","Sea","Lawrence Livermore National Laboratory","117kg","Contact, airburst","200Kt"
"940",1967,"W68",NA,"Warhead","Sea","Lawrence Livermore National Laboratory","166kg","Contact, airburst","40Kt"
"941",1967,"W76-0",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","100Kt"
"942",1967,"W76-1",NA,"Warhead","Sea","Los Alamos National Laboratory","95kg","Contact, airburst","90Kt"
"943",1967,"W88",NA,"Warhead","Sea","Los Alamos National Laboratory","175-350kg","Contact, airburst","475Kt"
"944",1968,"B-29 Superfortress",NA,"Delivery Vehicle","Air","3,853km","N/A","N/A","12,700kg"
"945",1968,"B-36 Peacemaker",NA,"Delivery Vehicle","Air","3,240km","N/A","N/A","11,340kg"
"946",1968,"B-50 Superfortress",NA,"Delivery Vehicle","Air","14,200km","N/A","N/A","32,000kg"
"947",1968,"B-47 Stratojet",NA,"Delivery Vehicle","Air","3,220km","N/A","N/A","8,820kg"
"948",1968,"B-58 Hustler",76,"Delivery Vehicle","Air","11,000km","N/A","N/A","23,000kg"
"949",1968,"B-52 Stratofortress",405,"Delivery Vehicle","Air","12,000km","N/A","N/A","34,000kg"
"950",1968,"B-1B Lancer",NA,"Delivery Vehicle","Air","5,230km","N/A","N/A","9,100kg"
"951",1968,"B-2 Spirit",NA,"Delivery Vehicle","Air","6,413km","N/A","N/A","33,000kg"
"952",1968,"Atlas",NA,"Delivery Vehicle","Land","14,000km","1,400m","Radio Command","1 Warhead"
"953",1968,"Titan I",NA,"Delivery Vehicle","Land","10,000km","1,400m","Radio Command","1 Warhead"
"954",1968,"Titan II",54,"Delivery Vehicle","Land","15,000km","900m","Inertial","1 Warhead"
"955",1968,"Minuteman I",800,"Delivery Vehicle","Land","10,000km","1000m","Inertial","1 Warhead"
"956",1968,"Minuteman II",200,"Delivery Vehicle","Land","12,500km","200m","Inertial","3 Warheads (MIRV)"
"957",1968,"Minuteman III",NA,"Delivery Vehicle","Land","13,000km","120m","Inertial","3 Warheads (MIRV)"
"958",1968,"Peacekeeper",NA,"Delivery Vehicle","Land","9,600km","90m","Inertial","12 Warheads (MIRV)"
"959",1968,"Polaris A-1",NA,"Delivery Vehicle","Sea","2,200km","3.7km","Inertial","1 Warhead"
"960",1968,"Polaris A-2",208,"Delivery Vehicle","Sea","2,700km","3.7km","Inertial","1 Warhead"
"961",1968,"Polaris A-3",448,"Delivery Vehicle","Sea","4,600km","1km","Inertial","3 Warheads (MRV)"
"962",1968,"Poseidon C-3",NA,"Delivery Vehicle","Sea","5,900km","560m","Inertial","10 Warheads (MIRV)"
"963",1968,"Trident C-4",NA,"Delivery Vehicle","Sea","7,400km","200-500m","Astro-Inertial","8 Warheads (MIRV)"
